ticker,fetch_date,trailingPE,forwardPE,priceToBook,priceToSales,enterpriseToEbitda,enterpriseToRevenue,profitMargins,operatingMargins,returnOnAssets,returnOnEquity,grossMargins,earningsGrowth,revenueGrowth,earningsQuarterlyGrowth,debtToEquity,currentRatio,quickRatio,dividendYield,payoutRatio,marketCap,enterpriseValue,beta,averageVolume,52WeekChange,trailingEps,forwardEps,bookValue,sector,industry
FANG,2025-12-16,10.81882,13.304742,1.1306823,3.0492432,6.374,4.619,0.28689,0.36628,0.051009998,0.10901,0.74942,0.1,0.42,0.545,35.66,0.623,0.431,2.55,0.2739,44598231040,67552833536.0,0.612,1779725,-0.021606088,14.24,11.57933,136.254,Energy,Oil & Gas E&P
F,2025-12-16,11.666667,9.289505,1.1476375,0.28687683,19.172,0.982,0.024820002,0.03146,0.00833,0.10295,0.07555,1.727,0.094,1.743,346.673,1.121,0.94,4.36,0.641,54388404224,186124402688.0,1.611,93242796,0.38014042,1.17,1.4694,11.894,Consumer Cyclical,Auto Manufacturers
FAST,2025-12-16,40.169815,34.983654,12.553066,6.112254,27.356,6.141,0.15336001,0.20696,0.205,0.32742,0.45147,0.115,0.117,0.125,13.283,4.259,1.964,2.07,0.7981,48883363840,49112559616.0,0.884,6666027,0.08217418,1.06,1.21714,3.392,Industrials,Industrial Distribution
FCX,2025-12-16,33.0,21.407528,3.6494894,2.6242375,8.882,3.266,0.07969,0.28055,0.07699,0.14538999,0.3872,0.278,0.027,0.281,30.589,2.455,1.046,1.27,0.41959998,68235423744,84927422464.0,1.484,19624230,0.16642046,1.44,2.21978,13.021,Basic Materials,Copper
FDS,2025-12-16,18.792149,15.53914,5.028238,4.755345,13.402,5.23,0.25715,0.29707,0.111899994,0.29132,0.52717,0.728,0.062,0.716,71.282,1.4,1.2,1.5,0.2752,11040712704,12141784064.0,0.744,895712,-0.40166938,15.54,18.79319,58.078,Financial Services,Financial Data & Stock Exchanges
FDX,2025-12-16,16.475103,13.438023,2.3899078,0.74903494,,,0.046529997,0.0764,0.048839998,0.15004,0.27446,-0.133,0.139,-0.107,,1.246,1.144,2.04,0.32770002,66357755904,,1.332,1816953,0.024907231,17.07,20.92793,117.674,Industrials,Integrated Freight & Logistics
FE,2025-12-16,19.395653,16.405682,2.013541,1.804219,11.736,3.726,0.09312,0.20636,0.033150002,0.11192001,0.67549,0.045,0.112,0.053,193.669,0.747,0.58,3.99,0.7565,25769660416,53221658624.0,0.648,4757650,0.110943794,2.3,2.71918,22.155,Utilities,Utilities - Regulated Electric
FICO,2025-12-16,68.03651,35.43416,-24.607353,21.79557,48.192,23.014,0.32747,0.48099998,0.32619,,0.82233,0.179,0.136,0.142,,0.83,0.781,,0.0,43392126976,45817118720.0,1.289,279306,-0.13712597,26.57,51.01659,-73.463,Technology,Software - Application
FFIV,2025-12-16,22.27011,16.236458,4.2237034,4.9474726,16.061,4.597,0.22421,0.27135,0.08291,0.20602,0.81413,0.164,0.085,0.152,7.288,1.562,1.4,,0.0,15278150656,14195666944.0,0.993,1028498,0.011047006,11.81,16.19873,62.27,Technology,Software - Infrastructure
FIS,2025-12-16,208.15625,10.526432,2.4944763,3.3252714,15.038,4.491,0.0146200005,0.2385,0.04289,0.011829999,0.36648998,0.22,0.057,0.179,94.272,0.532,0.394,2.4,4.875,34795638784,46994038784.0,0.928,3800767,-0.19309849,0.32,6.32788,26.703,Technology,Information Technology Services
FISV,2025-12-16,10.659969,8.248944,1.4743481,,,,,,,,,,,,,,,,,37491621888,,,10410472,,,,46.78,,
FITB,2025-12-16,14.277613,11.846821,1.6349343,3.8914182,,5.954,0.29674,0.39780998,0.01129,0.115109995,0.0,0.167,0.067,0.133,,,,3.35,0.45069999,31617773568,48374194176.0,1.007,7694887,0.06881249,3.35,4.03737,29.255,Financial Services,Banks - Regional
FOX,2025-12-16,14.204494,12.579104,2.3028162,1.8068708,8.779,1.898,0.12353,0.26323998,0.087299995,0.17272,0.35753,-0.258,0.049,-0.276,60.136,3.238,2.917,0.89,0.1236,29766389760,31271907328.0,0.512,1630235,0.35743487,4.45,5.025,27.449,Communication Services,Entertainment
FOXA,2025-12-16,16.006742,14.076408,2.5949945,1.919512,9.779,2.114,0.12353,0.26323998,0.087299995,0.17272,0.35753,-0.258,0.049,-0.276,60.136,3.238,2.917,0.79,0.1236,31622041600,34832326656.0,0.512,3562990,0.44895053,4.45,5.06024,27.449,Communication Services,Entertainment
FRT,2025-12-16,25.611675,31.988918,2.8496797,6.965914,17.296,10.984,0.27586,0.34465,0.03276,0.10516,0.67971003,-0.011,0.06,0.011,138.76,0.369,0.352,4.48,1.1244,8758912000,13811644416.0,1.017,619166,-0.12901253,3.94,3.15453,35.411,Real Estate,REIT - Retail
FSLR,2025-12-16,19.653608,10.868549,3.045838,5.4367685,12.976,5.186,0.27728,0.29225,0.0756,0.16864,0.40048,0.457,0.797,0.457,9.893,1.91,1.382,,0.0,27459080192,26194108416.0,1.589,2238974,0.35337543,13.02,23.54408,84.013,Technology,Solar
FTNT,2025-12-16,33.54732,27.862654,82.34343,9.529957,26.99,8.938,0.28584,0.31648,0.13884,2.28043,0.80866,-0.114,0.144,-0.122,148.116,1.027,0.897,,0.0,62466007040,58587594752.0,1.101,5369280,-0.15775454,2.43,2.92578,0.99,Technology,Software - Infrastructure
FTV,2025-12-16,21.791338,19.437899,2.7029004,2.9913769,12.231,3.284,0.09621,0.15539,0.04829,0.103649996,0.59735,-0.742,0.023,-0.752,52.244,0.701,0.492,0.43,0.1181,18726916096,20558503936.0,1.043,3025141,-0.037473798,2.54,2.84753,20.478,Technology,Scientific & Technical Instruments
GD,2025-12-16,22.079714,19.736462,3.7607071,1.7866265,15.905,1.927,0.081829995,0.10459,0.05796,0.17782,0.15326999,0.158,0.106,0.139,40.419,1.4,0.783,1.76,0.38369998,92027338752,99245555712.0,0.405,1159414,0.27249074,15.43,17.26196,90.592,Industrials,Aerospace & Defense
GDDY,2025-12-16,21.383419,12.390602,182.61063,3.5199337,16.103,4.029,0.17013,0.23884001,0.08575,3.69454,0.63594,0.144,0.103,0.105,4217.211,0.569,0.359,,0.0,17141372928,19620280320.0,0.947,1478364,-0.39843827,5.79,9.99225,0.678,Technology,Software - Infrastructure
GE,2025-12-16,40.18425,41.763046,16.876753,7.26214,28.986,7.429,0.18344,0.20598,0.049289998,0.42131,0.32459998,0.193,0.238,0.165,115.246,1.077,0.717,0.48,0.18180001,319171035136,326498877440.0,1.405,4169225,0.80826294,7.49,7.20685,17.834,Industrials,Aerospace & Defense
GEHC,2025-12-16,17.484472,17.144249,3.849485,1.904409,12.53,2.244,0.10945,0.14213,0.05455,0.24450001,0.40803,-0.041,0.058,-0.051,105.127,1.181,0.853,0.17,0.027999999,38556663808,45434798080.0,1.244,3646245,0.05943215,4.83,4.92585,21.938,Healthcare,Health Information Services
GILD,2025-12-16,18.628305,13.696767,6.906533,5.1096315,11.725,5.698,0.27882,0.45231,0.12571,0.40706003,0.78716004,1.43,0.03,1.436,116.243,1.453,1.105,2.62,0.48610002,148623851520,165744820224.0,0.331,7358019,0.29741383,6.43,8.74513,17.343,Healthcare,Drug Manufacturers - General
GL,2025-12-16,10.206821,9.3741665,1.9854602,1.9177237,8.618,2.352,0.19363001,0.34092999,0.033069998,0.22277,0.34117,0.375,0.04,0.28,55.217,0.695,0.552,0.77,0.0762,11393146880,13972377600.0,0.479,570438,0.3183967,13.78,15.004,70.84,Financial Services,Insurance - Life
GEN,2025-12-16,30.20879,9.621342,6.903566,3.7901912,12.877,5.597,0.12743,0.36475,0.06864,0.25027,0.7932,-0.192,0.253,-0.168,356.98,0.505,0.391,1.82,0.5495,16953525248,25033525248.0,1.112,4129866,-0.058202863,0.91,2.85719,3.982,Technology,Software - Infrastructure
GIS,2025-12-16,8.89603,12.4053,2.646943,1.3135475,10.259,2.013,0.15241,0.15602,0.06216,0.30866,0.34390998,1.155,-0.068,1.077,151.352,0.658,0.346,5.23,0.45560002,25162317824,38568976384.0,-0.076,6176348,-0.29182464,5.29,3.79354,17.779,Consumer Defensive,Packaged Foods
GEV,2025-12-16,109.895164,52.733574,21.381723,4.923806,61.152,4.765,0.045229997,0.05738,0.024260001,0.16723,0.19687,,0.118,,11.101,1.029,0.65,0.19,0.1221,185479774208,179482198016.0,,3165779,1.0457757,6.2,12.92061,31.866,Industrials,Specialty Industrial Machinery
GM,2025-12-16,15.64504,7.0660353,1.1523757,0.41641816,12.116,1.015,0.01625,0.056739997,0.02014,0.04442,0.100760005,-0.496,-0.003,-0.566,195.437,1.229,0.979,0.74,0.1031,78051344384,190284972032.0,1.305,9581019,0.5814272,5.24,11.60198,71.14,Consumer Cyclical,Auto Manufacturers
GOOGL,2025-12-16,30.396448,27.569933,9.621952,9.684645,25.245,9.508,0.32233003,0.30512,0.16275999,0.3545,0.59172,0.353,0.159,0.33,11.424,1.747,1.563,0.27,0.0809,3733198209024,3664989650944.0,1.07,36522522,0.5826937,10.14,11.17957,32.033,Communication Services,Internet Content & Information
GLW,2025-12-16,56.48077,28.649746,6.1714644,5.064835,24.631,5.602,0.09159,0.14561,0.044239998,0.12739,0.35977,,0.209,,76.51,1.556,0.745,1.27,0.71790004,75542020096,83548020736.0,1.109,7270258,0.84924626,1.56,3.07542,14.277,Technology,Electronic Components
GNRC,2025-12-16,30.234734,19.222042,3.5167592,2.136114,15.337,2.41,0.06921,0.0925,0.057550002,0.11969,0.39451,-0.407,-0.05,-0.418,56.133,2.183,0.855,,0.0,9297315840,10490816512.0,1.819,1139396,-0.026406646,5.24,8.2421,45.05,Industrials,Specialty Industrial Machinery
GOOG,2025-12-16,30.595451,27.668327,9.656292,9.686879,25.337,9.542,0.32233003,0.30512,0.16275999,0.3545,0.59172,0.353,0.159,0.33,11.424,1.747,1.563,0.27,0.0809,3734059614208,3678263312384.0,1.07,23438645,0.5752841,10.11,11.17957,32.033,Communication Services,Internet Content & Information
GPC,2025-12-16,22.743103,15.70002,3.83359,0.76265085,12.603,1.011,0.0336,0.0643,0.04434,0.16994,0.3703,0.0,0.049,-0.002,133.159,1.137,0.443,3.12,0.704,18350065664,24335644672.0,0.745,1151488,0.11022031,5.8,8.4019,34.409,Consumer Cyclical,Auto Parts
GPN,2025-12-16,12.38695,5.974241,0.85206985,1.9654281,7.711,3.356,0.17365,0.3184,0.0325,0.07233,0.62416,1.131,0.005,1.016,69.198,0.855,0.413,1.23,0.1517,19804016640,33812201472.0,0.824,2275703,-0.28465563,6.59,13.66366,95.802,Industrials,Specialty Business Services
GRMN,2025-12-16,25.710917,23.672146,4.7023983,5.745327,19.072,5.403,0.22625999,0.25795,0.11185,0.19655001,0.58734,0.005,0.117,0.006,2.342,3.316,2.004,1.73,0.4069,39890522112,37516484608.0,1.014,959946,-0.011996746,8.06,8.75417,44.069,Technology,Scientific & Technical Instruments
GS,2025-12-16,18.084774,16.171003,2.5561535,4.696752,,0.269,0.29073998,0.37203997,0.009430001,0.13532,0.82997,0.458,0.207,0.371,586.142,1.657,1.49,1.8,0.2641,269297664000,15445241856.0,1.348,2055719,0.5451381,49.19,55.01143,348.019,Financial Services,Capital Markets
GWW,2025-12-16,28.815004,23.479113,13.769325,2.774432,17.313,2.904,0.09746,0.15180999,0.18964,0.46719003,0.39093,-0.38,0.061,-0.395,68.67,2.717,1.461,0.88,0.24159999,49246167040,51539894272.0,1.116,286401,-0.0872705,35.73,43.85004,74.772,Industrials,Industrial Distribution
HAS,2025-12-16,,15.361332,28.004145,2.6121945,13.475,3.244,-0.12814,0.24584,0.08862001,-0.62839,0.64248,0.031,0.083,0.045,771.392,1.705,1.235,3.45,0.92410004,11381331968,14134432768.0,0.541,1819833,0.35577726,-3.99,5.27949,2.896,Consumer Cyclical,Leisure
HAL,2025-12-16,18.81457,12.825143,2.347352,1.0942054,7.269,1.378,0.05913,0.12857,0.0761,0.12788,0.16172001,-0.969,-0.017,-0.968,83.613,1.955,1.207,2.38,0.45029998,24222425088,30494611456.0,0.819,12792545,0.052592874,1.51,2.21518,12.103,Energy,Oil & Gas Equipment & Services
HBAN,2025-12-16,12.405595,10.279112,1.3265535,3.7239413,,4.407,0.29619,0.38561,0.01091,0.10434,0.0,0.242,0.148,0.217,,,,3.5,0.4336,27937007616,33061591040.0,0.976,31470291,0.05194807,1.43,1.72583,13.373,Financial Services,Banks - Regional
HCA,2025-12-16,18.451838,16.002985,-20.54974,1.5007023,10.415,2.115,0.0853,0.15474,0.12198,,0.41377,0.426,0.096,0.294,,0.854,0.644,0.6,0.109,111610224640,157277929472.0,1.367,1358091,0.5750536,25.85,29.80569,-23.211,Healthcare,Medical Care Facilities
HD,2025-12-16,24.334696,23.527575,29.316744,2.1384544,16.402,2.525,0.087740004,0.12945,0.13226,1.62909,0.33355,-0.014,0.028,-0.013,544.586,1.051,0.246,2.56,0.62409997,355387637760,419685629952.0,1.051,3890912,-0.119519174,14.67,15.17326,12.177,Consumer Cyclical,Home Improvement Retail
HIG,2025-12-16,11.34779,10.475749,2.1404645,1.3853602,8.007,1.396,0.12745,0.18916,0.03482,0.20069,0.36433,0.473,0.07,0.408,23.675,1.796,1.056,1.73,0.1702,38675103744,38972436480.0,0.629,1507412,0.24071527,12.22,13.23724,64.785,Financial Services,Insurance - Property & Casualty
HLT,2025-12-16,41.487663,31.294306,-13.507065,13.804956,28.406,15.971,0.34188998,0.60327,0.09635,,0.77515,0.29,0.035,0.221,,0.664,0.577,0.21,0.0871,67230138368,77776592896.0,1.156,1775362,0.11975062,6.89,9.13425,-21.163,Consumer Cyclical,Lodging
HOLX,2025-12-16,30.196789,15.05667,3.3151097,4.087366,12.716,4.19,0.13796,0.32736,0.07299,0.11116,0.60817003,0.111,0.062,0.048,52.037,3.754,2.872,,0.0,16760245248,17181145088.0,0.704,3403993,0.037918568,2.49,4.9938,22.681,Healthcare,Medical Instruments & Supplies
HII,2025-12-16,22.66942,18.857948,2.5916069,1.0753171,14.624,1.293,0.04737,0.06172,0.039330002,0.12387,0.12521,0.439,0.161,0.436,58.708,1.139,1.03,1.68,0.37240002,12916710400,15530710016.0,0.371,458269,0.6895964,14.52,17.45471,127.01,Industrials,Aerospace & Defense
HON,2025-12-16,20.397726,18.698376,7.469829,3.2715902,15.216,3.658,0.1507,0.18505,0.066589996,0.34616002,0.36944,0.324,0.07,0.292,215.247,1.358,0.985,2.36,0.4768,133055569920,148780253184.0,0.949,4627116,-0.11863226,9.68,10.55974,26.433,Industrials,Conglomerates
HOOD,2025-12-16,49.681038,44.37993,12.090632,24.652832,,24.791,0.52188,0.51805,0.051810004,0.27816,0.92245,2.595,1.0,2.707,188.794,1.108,1.053,,0.0,103640506368,104223072256.0,2.433,32360409,1.8705261,2.32,2.59712,9.533,Financial Services,Capital Markets
HPE,2025-12-16,,8.772313,1.2849282,0.9252617,10.164,1.411,0.00166,0.06995,0.017180001,0.0023,0.31362,-0.889,0.144,-0.872,90.349,1.014,0.604,2.37,0.6118,31732774912,48379949056.0,1.349,32488438,0.10817087,-0.04,2.74158,18.717,Technology,Communication Equipment
HPQ,2025-12-16,9.241509,7.548693,-65.13298,0.41397682,6.632,0.537,0.045739997,0.07439,0.055859998,,0.20602,-0.114,0.042,-0.123,,0.767,0.422,4.9,0.4368,22890848256,29673441280.0,1.231,12344611,-0.26891255,2.65,3.24427,-0.376,Technology,Computer Hardware
HSIC,2025-12-16,24.413248,14.654671,2.730095,0.7253796,13.803,1.079,0.03022,0.0614,0.042329997,0.08347999,0.31187,0.077,0.052,0.02,70.224,1.396,0.597,,0.0,9384961024,13954722816.0,0.888,1511959,0.046050787,3.17,5.28091,28.347,Healthcare,Medical Distribution
HRL,2025-12-16,27.586206,15.403475,1.6709601,1.0905666,12.69,1.284,0.0395,0.07222,0.04476,0.06002,0.15704,,0.015,,38.22,2.466,1.148,4.88,1.3333,13202574336,15539041280.0,0.325,4999933,-0.251944,0.87,1.55809,14.363,Consumer Defensive,Packaged Foods
HST,2025-12-16,17.584906,21.408308,1.9244269,2.182216,11.275,3.038,0.12403,0.073520005,0.039189998,0.109239995,0.28941,0.966,0.009,0.963,82.827,1.021,0.97,4.29,0.7547,12984184832,18074531840.0,1.199,8231398,-0.019230783,1.06,0.87069,9.686,Real Estate,REIT - Hotel & Motel
HUBB,2025-12-16,27.854727,22.62442,6.421921,4.157594,18.603,4.418,0.15123,0.22591,0.09993,0.24991,0.35161,0.141,0.041,0.13,58.21,1.358,0.774,1.27,0.33020002,23640911872,25121411072.0,1.004,537419,0.012081027,15.97,19.66194,69.269,Industrials,Electrical Equipment & Parts
HSY,2025-12-16,28.07612,27.359901,8.35673,3.320184,17.435,3.719,0.118360005,0.13542,0.09329,0.31013,0.3773,-0.382,0.065,-0.381,125.764,1.363,0.66,2.91,0.8191,38145908736,42723311616.0,0.177,1660858,0.023644686,6.7,6.87539,22.51,Consumer Defensive,Confectioners
HUM,2025-12-16,25.700655,21.88872,1.7840259,0.26150125,6.198,0.189,0.01022,0.02043,0.045760002,0.07159,0.14949,-0.593,0.111,-0.594,69.686,2.024,1.533,1.29,0.3312,33043822592,23928821760.0,0.466,1797869,0.14776182,10.69,12.55167,154.0,Healthcare,Healthcare Plans
HWM,2025-12-16,55.560566,44.390434,15.622971,9.954747,36.546,10.288,0.18181999,0.25658,0.112840004,0.30064,0.33279,0.173,0.138,0.16,65.176,2.353,0.962,0.22,0.112399995,79389106176,82046763008.0,1.322,2117043,0.77173233,3.55,4.4433,12.625,Industrials,Aerospace & Defense
IBKR,2025-12-16,30.970444,26.686077,5.4831676,17.824394,,-7.431,0.15293999,0.79225,0.023659999,0.23249,0.91894996,0.405,0.232,0.429,145.38,1.101,1.101,0.5,0.1375,106875068416,-44557893632.0,1.258,4562248,0.4343208,2.03,2.35591,11.466,Financial Services,Capital Markets
ICE,2025-12-16,29.398907,21.513487,3.2117486,9.475804,18.243,11.359,0.32431,0.49067003,0.02189,0.114930004,1.0,0.246,0.026,0.242,67.954,1.012,0.027,1.19,0.3443,92389089280,110750826496.0,1.052,3889733,0.068198204,5.49,7.50227,50.253,Financial Services,Financial Data & Stock Exchanges
IBM,2025-12-16,36.921055,25.344103,10.33933,4.4114156,22.624,5.203,0.120900005,0.1717,0.051370002,0.30156,0.57808995,,0.091,,237.831,0.932,0.775,2.17,0.7986,288515391488,340314357760.0,0.689,5221343,0.35056996,8.36,12.17877,29.853,Technology,Information Technology Services
IDXX,2025-12-16,55.555115,48.26649,35.89803,13.448947,39.527,13.632,0.24654,0.32106,0.24065,0.64633006,0.6172,0.214,0.133,0.179,71.29,1.18,0.737,,0.0,56047288320,56811110400.0,1.668,525887,0.6488328,12.61,14.51421,19.515,Healthcare,Diagnostics & Research
IEX,2025-12-16,28.229069,21.458567,3.3409367,3.932156,16.037,4.299,0.13974,0.21418,0.063990004,0.12197,0.44556,0.083,0.101,0.073,48.121,2.934,1.94,1.59,0.443,13453085696,14709445632.0,0.999,657796,-0.19469821,6.33,8.32721,53.485,Industrials,Specialty Industrial Machinery
IFF,2025-12-16,,14.26837,1.1548845,1.4853632,12.886,2.035,-0.042630002,0.091309994,0.01752,-0.03232,0.36380002,-0.31,-0.079,-0.31,46.872,1.444,0.67,2.53,1.6841999,16445941760,22534705152.0,1.042,2392970,-0.2709462,-1.87,4.49736,55.564,Basic Materials,Specialty Chemicals
INTC,2025-12-16,625.1666,62.53751,1.6805555,3.3481667,19.769,3.861,0.0037099998,0.06284,-0.00463,0.0018600001,0.33023,,0.028,,39.881,1.602,1.057,,0.0,178922684416,206325694464.0,1.344,117180741,0.8498043,0.06,0.5998,22.32,Technology,Semiconductors
INCY,2025-12-16,16.718643,12.808759,4.159393,4.0234466,12.442,3.423,0.24695,0.31633,0.13537,0.30389,0.56488997,2.907,0.2,2.984,0.887,3.195,2.858,,0.0,19365271552,16476718080.0,0.815,2212333,0.37478387,5.9,7.70098,23.715,Healthcare,Biotechnology
INTU,2025-12-16,45.051617,24.789782,9.435404,9.377895,,,0.21191,0.15697,0.09776,0.21987,0.80728996,-0.185,0.41,-0.146,,1.386,0.573,0.68,0.2967,182240641024,,1.267,1847243,-0.010091901,14.53,26.40604,69.377,Technology,Software - Application
INVH,2025-12-16,27.731958,36.82762,1.7131575,6.13107,16.661,9.16,0.21805,0.27131,0.02407,0.06,0.58429,0.467,0.065,0.435,85.691,1.544,0.581,4.4,1.2211,16490254336,24635963392.0,0.834,4944375,-0.18672842,0.97,0.73043,15.702,Real Estate,REIT - Residential
IP,2025-12-16,,16.685541,1.1766857,0.8376049,14.601,1.234,-0.05256,-0.03375,0.008590001,-0.042779997,0.29444,,0.564,,61.477,1.313,0.657,4.8,1.5812,20382277632,30033278976.0,1.056,4886258,-0.30231714,-1.18,2.31338,32.804,Consumer Cyclical,Packaging & Containers
IR,2025-12-16,60.466663,22.823414,3.1861825,4.3500595,18.255,4.824,0.07309,0.20476,0.05091,0.05382,0.43723,0.13,0.051,0.102,47.62,2.162,1.362,0.1,0.059299998,32444047360,35979563008.0,1.326,3318072,-0.16186571,1.35,3.57659,25.62,Industrials,Specialty Industrial Machinery
IQV,2025-12-16,30.76066,17.29089,6.182577,2.3946297,17.594,3.237,0.08067001,0.13976,0.05071,0.19374001,0.33778,0.245,0.052,0.161,242.366,0.703,0.621,,0.0,38084190208,51480190976.0,1.369,1526200,0.13028884,7.27,12.9334,36.171,Healthcare,Diagnostics & Research
IRM,2025-12-16,152.66667,36.436764,-27.618092,3.6700232,19.361,6.514,0.02398,0.20792,0.04231,,0.55632997,,0.126,,,0.659,0.549,4.19,5.6852,24368400384,43250487296.0,1.148,1823548,-0.2428922,0.54,2.26255,-2.985,Real Estate,REIT - Specialty
ISRG,2025-12-16,74.10861,57.432552,11.729242,20.867123,54.941,19.502,0.28577998,0.30326,0.09561,0.16902,0.66376996,0.25,0.229,0.247,,4.728,3.49,,0.0,200574779392,187453915136.0,1.686,2212848,-0.0052095056,7.55,9.74221,47.703,Healthcare,Medical Instruments & Supplies
J,2025-12-16,52.73152,16.971249,4.4325247,1.3536043,14.698,1.546,0.02405,0.105170004,0.05646,0.06523,0.24813,-0.634,,-0.624,58.069,1.301,1.261,0.94,0.48450002,16283566080,18593087488.0,0.79,1131064,0.017950416,2.57,7.98527,30.574,Industrials,Engineering & Construction
ITW,2025-12-16,25.063955,22.893223,23.39121,4.7471757,18.083,5.229,0.19052,0.27667,0.16416,0.91683,0.43927,-0.281,0.023,-0.292,278.654,1.53,1.011,2.49,0.5926,75399389184,83056263168.0,1.151,1131945,-0.036807537,10.32,11.29854,11.058,Industrials,Specialty Industrial Machinery
IT,2025-12-16,21.49651,18.297852,32.274338,2.8882606,14.594,2.968,0.1371,0.15773,0.096920006,1.0925701,0.68174005,-0.912,0.027,-0.915,512.089,0.878,0.747,,0.0,18657513472,19175516160.0,1.081,1159950,-0.52979374,11.46,13.46333,7.633,Technology,Information Technology Services
JBHT,2025-12-16,34.2461,27.974604,5.2676477,1.5875032,13.187,1.715,0.04753,0.07948,0.062800005,0.15126,0.189,0.181,-0.005,0.124,53.131,0.867,0.664,0.89,0.3033,19127537664,20660609024.0,1.276,1469362,0.12052333,5.77,7.06355,37.512,Industrials,Integrated Freight & Logistics
IVZ,2025-12-16,17.714287,10.38348,1.054123,1.8497471,12.755,2.555,0.16691,0.16514,0.024430001,0.06904,0.28311002,4.5,0.082,2.027,10.983,0.617,0.617,3.2,0.5646,11612897280,16038919168.0,1.64,5256451,0.47528088,1.47,2.50783,24.703,Financial Services,Asset Management
JBL,2025-12-16,37.303543,17.125917,15.714287,0.7965909,11.986,0.853,0.022049999,0.05841,0.050359998,0.40381,0.08879,0.692,0.185,0.58,246.012,1.0,0.515,0.14,0.0541,23740002304,25409486848.0,1.263,1342829,0.65997314,5.93,12.91668,14.077,Technology,Electronic Components
JKHY,2025-12-16,28.47496,27.51914,6.2635603,5.6367817,20.661,5.628,0.19865,0.28549,0.12581,0.2345,0.43535998,0.209,0.073,0.208,3.17,1.494,0.874,1.24,0.348,13635623936,13614216192.0,0.733,1040798,0.055327296,6.59,6.81889,29.959,Technology,Information Technology Services
JNJ,2025-12-16,20.712765,18.575682,6.50044,5.5996127,17.017,5.895,0.27259,0.30200002,0.08264,0.33619,0.68355006,0.91,0.068,0.912,57.766,1.074,0.711,2.46,0.49080002,515998711808,543231737856.0,0.349,8939359,0.44511986,10.34,11.52959,32.947,Healthcare,Drug Manufacturers - General
JPM,2025-12-16,15.85042,15.100918,2.5610409,5.262103,,3.757,0.347,0.43708,0.01323,0.16437,0.0,0.16,0.088,0.116,,,,1.88,0.2749,879976185856,628272398336.0,1.075,8688179,0.336298,20.19,21.19209,124.957,Financial Services,Banks - Diversified
JCI,2025-12-16,44.441063,21.895184,5.5254574,3.2414212,21.441,3.487,0.13947,0.15306,0.04607,0.11374,0.36413,1.813,0.031,1.675,86.383,0.929,0.659,1.39,0.5741,76484575232,82267537408.0,1.417,4379172,0.40207696,2.63,5.33816,21.153,Industrials,Building Products & Equipment
KDP,2025-12-16,25.198277,13.486515,1.5681331,2.4552605,13.539,3.599,0.09781,0.23107,0.041490003,0.06291,0.54761004,0.083,0.107,0.075,73.567,0.625,0.298,3.12,0.7931,39711383552,58205786112.0,0.359,18023085,-0.10684019,1.16,2.16735,18.64,Consumer Defensive,Beverages - Non-Alcoholic
KEY,2025-12-16,25.259258,11.506535,1.2936267,3.7807066,,5.835,0.18115999,0.33839,0.0057,0.058179997,0.0,,2.026,,,,,4.01,1.0123,22434713600,34624135168.0,1.101,21320177,0.16067421,0.81,1.77812,15.816,Financial Services,Banks - Regional
KEYS,2025-12-16,41.330677,22.420235,6.044046,6.6338115,31.619,6.777,0.1574,0.15292,0.05325,0.15826,0.62084,,0.103,,47.269,2.35,1.52,,0.0,35656736768,36425576448.0,1.196,1232948,0.2556224,5.02,9.25414,34.328,Technology,Scientific & Technical Instruments
KHC,2025-12-16,,9.725387,0.69984007,1.1524225,7.847,1.873,-0.1735,0.17637,0.03711,-0.09693,0.33735,,-0.023,,50.968,1.127,0.608,6.54,0.7306,28999561216,47127379968.0,0.073,15488562,-0.21759999,-3.72,2.51918,35.008,Consumer Defensive,Packaged Foods
KIM,2025-12-16,24.698795,26.071142,1.3238618,6.53892,17.141,10.493,0.28243,0.34331,0.02202,0.056700002,0.69026,0.002,0.056,0.013,78.195,1.587,1.583,5.07,1.2048,13882500096,22277091328.0,1.064,4651950,-0.1703704,0.83,0.78631,15.485,Real Estate,REIT - Retail
KKR,2025-12-16,56.405853,19.83553,4.4149337,5.611135,,8.016,0.10564,0.30958,0.01387,0.07672,0.57977,0.406,0.132,0.499,74.351,1.703,1.654,0.54,0.3025,124823543808,178310512640.0,1.997,4748719,-0.09674007,2.39,6.79639,30.535,Financial Services,Asset Management
KMB,2025-12-16,17.394247,13.45992,25.610365,1.7296212,10.48,2.077,0.09983,0.16699,0.11332,1.3688201,0.35647,-0.502,0.001,-0.508,500.068,0.773,0.366,4.9,0.84599996,34115047424,40975044608.0,0.26,5049450,-0.21343601,5.91,7.63749,4.014,Consumer Defensive,Household & Personal Products
KMI,2025-12-16,21.901638,19.286709,1.9338495,3.6211987,13.61,5.688,0.16612,0.25639,0.03926,0.08884,0.49123,0.003,0.121,0.005,102.138,0.631,0.395,4.38,0.9508,59445596160,93380599808.0,0.667,14097456,0.004509568,1.22,1.38541,13.817,Energy,Oil & Gas Midstream
KO,2025-12-16,23.5,22.04359,9.771444,6.408142,20.831,7.127,0.2734,0.32373002,0.08959,0.42442,0.61632997,0.301,0.051,0.298,144.771,1.211,0.877,2.89,0.6672,305431281664,339685179392.0,0.393,16585841,0.11230278,3.02,3.21953,7.263,Consumer Defensive,Beverages - Non-Alcoholic
